id,earliest_cr_line,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
529224,1999-12-01,6,740,33.60%,10,214,214,0,0,,0,2010-11-01
529228,2001-05-01,14,9965,56.30%,26,4609,4609,4000,609,2012-07-01,1088,2012-07-01
529242,2005-03-01,6,4307,62.40%,8,11130,11122,9000,2130,2013-06-01,356,2015-03-01
529267,2004-10-01,11,4202,84%,11,6216,6216,5000,1216,2013-06-01,184,2015-04-01
529274,1999-10-01,5,498,99.60%,15,1444,1444,1200,244,2011-12-01,756,2015-09-01
529290,1996-02-01,8,2084,40.10%,26,1334,1334,873.5,387,2011-09-01,97,2012-02-01
529297,2000-05-01,12,22177,65%,23,7047,7047,6000,1047,2013-07-01,212,2013-08-01
529313,2006-02-01,10,543,4%,16,7255,7064,4150.75,2751,2013-01-01,231,2013-05-01
529320,1999-11-01,11,10209,21.80%,24,20891,20069,18550,2341,2013-06-01,610,2013-06-01
529331,2002-02-01,13,11377,57.50%,29,20885,20172,13625,7260,2015-04-01,1062,2015-09-01
529345,2005-07-01,8,14672,30%,17,17712,17440,15000,2712,2013-06-01,577,2013-06-01
529350,1983-08-01,18,304,0.30%,52,16974,16389,15950,1024,2010-12-01,15153,2010-12-01
529353,1984-09-01,9,7288,47%,17,21222,19185,15399.99,5822,2013-04-01,8657,2013-04-01
529361,2000-06-01,6,5635,94.10%,15,2362,2332,2000,362,2013-06-01,66,2016-05-01
529380,2003-08-01,5,5238,65.50%,8,13528,13275,9975,3553,2015-03-01,909,2015-04-01
529405,1990-03-01,3,4351,76.30%,5,7617,7513,5500,2117,2014-09-01,1228,2014-10-01
529420,2000-11-01,4,1927,24.40%,29,6739,6739,6000,739,2013-01-01,1116,2015-10-01
529425,1990-12-01,8,16409,52.40%,18,2017,2017,1800,217,2013-06-01,60,2015-11-01
529449,1986-05-01,11,48505,83.20%,23,15542,15310,13800,1742,2013-06-01,453,2015-12-01
529461,1994-07-01,9,1833,79.70%,11,5901,5901,5000,901,2012-04-01,2356,2012-05-01
529463,2003-11-01,6,1762,9.10%,10,6541,6402,5000,1541,2015-06-01,118,2015-06-01
529479,1985-06-01,6,18555,36.10%,18,12824,12518,10350,2474,2013-05-01,5222,2013-06-01
529488,2001-02-01,19,9994,25.60%,31,13515,13371,12000,1515,2013-07-01,389,2016-04-01
529502,2003-01-01,7,7631,88.60%,10,7952,7952,5500,2452,2015-06-01,143,2016-02-01
529503,1999-12-01,6,105060,0%,10,6199,6112,4154.85,1721,2014-01-01,140,2014-05-01
529529,2007-01-01,3,1462,97.50%,3,4466,4466,2800,1666,2015-06-01,80,2015-06-01
529576,1997-06-01,12,22887,47.20%,31,17589,17406,15000,2589,2012-07-01,5692,2016-04-01
529606,2005-02-01,6,7629,43.70%,9,9036,9036,8000,1036,2011-06-01,6001,2014-11-01
529618,2000-06-01,6,7458,67.20%,7,3528,3528,1845.49,1487,2012-12-01,15,2013-04-01
529622,1994-03-01,7,13689,54.10%,18,16467,16307,12000,4467,2015-07-01,286,2016-05-01
529641,1999-03-01,10,13608,83%,30,4040,3716,1688.33,1182,2011-07-01,222,2011-12-01
529653,1999-09-01,8,3032,62.50%,14,4947,4947,4000,947,2013-07-01,149,2016-05-01
529659,2003-06-01,3,5165,28.20%,3,4325,3784,4000,325,2011-04-01,2179,2013-08-01
529665,1990-10-01,7,10363,39%,36,22572,22282,18225,4347,2013-01-01,10867,2015-05-01
529676,2003-02-01,5,14599,94.80%,12,8717,8717,7000,1717,2013-07-01,264,2013-07-01
529682,2000-11-01,12,7562,41.70%,18,15141,14238,13100,2041,2012-07-01,4905,2012-08-01
529696,1990-05-01,5,26733,86.20%,27,11650,11589,9600,2050,2013-03-01,1611,2015-10-01
529700,1982-08-01,4,684,31.10%,21,1234,1234,960.2,274,2012-12-01,42,2016-04-01
529717,1994-01-01,14,14797,86.50%,33,10860,10860,8675,2185,2013-07-01,355,2013-06-01
529719,1987-12-01,11,124406,50.50%,36,21545,21085,15700,5845,2015-07-01,373,2016-05-01
529739,1994-04-01,6,3745,91.30%,17,4990,4990,4800,190,2010-09-01,4757,2010-10-01
529742,2004-12-01,2,0,,3,2213,2213,2000,213,2011-03-01,1655,2014-06-01
529749,1985-04-01,7,133,5.10%,19,1677,1677,1398.64,279,2013-05-01,50,2016-05-01
529763,2005-06-01,4,2960,33.60%,5,4388,4362,4000,388,2011-10-01,300,2011-10-01
529764,1993-05-01,4,3995,99.90%,7,5150,5150,5000,150,2010-09-01,975,2013-11-01
529777,1993-09-01,2,3989,68.80%,6,13174,13030,9600,3574,2015-07-01,233,2015-06-01
529812,2001-05-01,3,437,87.40%,22,5546,5546,4800,746,2011-06-01,4332,2011-06-01
529835,2000-10-01,6,846,25.60%,8,5342,5184,4500,842,2013-07-01,164,2013-06-01
529853,1997-08-01,13,7828,35.70%,61,1914,1914,1800,114,2011-06-01,1352,2013-03-01
529905,2005-11-01,8,7652,43%,13,17294,17263,14000,3294,2012-11-01,1010,2012-11-01
529915,1983-10-01,17,62745,69.60%,50,18498,18498,15000,3498,2012-08-01,31,2016-05-01
530011,1991-11-01,6,4430,55.40%,14,9324,9231,7500,1824,2013-07-01,276,2016-04-01
530036,2000-12-01,18,19553,31.10%,44,22652,21414,18500,4152,2012-06-01,13273,2012-06-01
530051,2006-10-01,11,4228,20.40%,18,4830,4830,4300,530,2011-09-01,2842,2015-11-01
530124,2001-07-01,6,3684,17.40%,11,12302,12302,10000,2302,2013-07-01,369,2013-06-01
530129,2000-12-01,3,0,0%,9,2517,2517,2000,517,2013-07-01,74,2016-05-01
530154,1999-06-01,11,7394,50.30%,26,11935,11720,10000,1935,2013-07-01,377,2016-05-01
530173,1994-10-01,13,12801,56.30%,25,12676,12303,10650,2026,2013-03-01,1759,2015-01-01
530175,1998-01-01,11,14251,77.50%,25,9291,8750,6060.55,2736,2011-09-01,588,2012-02-01
530186,1999-10-01,6,1435,3.20%,15,1988,1988,1800,188,2013-01-01,387,2016-05-01
530193,2003-12-01,11,11804,62.50%,15,16602,16461,11800,4802,2014-01-01,4885,2015-01-01
530221,1996-09-01,12,7368,22.60%,15,17861,17828,13425,4436,2015-07-01,318,2015-07-01
530225,2005-02-01,5,9486,36.60%,20,5464,5456,5000,464,2011-06-01,3821,2011-11-01
530302,2003-07-01,17,12408,16.50%,31,18319,18226,16650,1669,2012-05-01,7465,2016-04-01
530350,1995-12-01,3,20257,81%,10,13120,13120,9000,4120,2015-07-01,248,2016-05-01
530370,1992-06-01,19,27751,41.60%,42,3717,3709,3300,417,2013-07-01,109,2015-10-01
530378,1990-08-01,24,15994,34.60%,50,21872,21281,17600,4272,2013-05-01,71,2016-04-01
530408,1987-09-01,14,108951,81.20%,44,16749,16749,15000,1749,2011-05-01,12038,2016-04-01
530424,2002-07-01,8,15438,64.90%,36,20352,20149,15000,5352,2014-02-01,5442,2014-02-01
530429,2004-07-01,3,466,46.60%,9,1228,1228,1000,228,2013-04-01,138,2013-03-01
530433,1992-01-01,13,18534,40.60%,45,2329,2329,2000,329,2013-01-01,383,2014-10-01
530454,2003-08-01,10,19060,35.80%,17,5364,5178,4800,564,2012-12-01,1038,2014-07-01
530471,1998-03-01,14,8519,24.20%,29,24065,23744,18750,5315,2013-10-01,8283,2013-10-01
530502,2000-06-01,4,2435,13%,8,5961,5901,4975,986,2012-08-01,19,2012-07-01
530511,1979-12-01,12,12894,24.90%,29,2755,2755,2500,255,2013-07-01,82,2013-06-01
530514,1979-05-01,7,11167,47.50%,12,2489,2489,2400,89,2010-12-01,2115,2016-04-01
530517,1992-01-01,10,12333,11.20%,41,14512,14512,11000,3512,2015-07-01,268,2015-06-01
530529,1997-12-01,10,9479,92.90%,15,6666,6666,5600,1066,2013-03-01,926,2016-05-01
530554,1998-04-01,7,43349,93.10%,19,22587,22383,18000,4587,2012-10-01,11806,2012-10-01
530569,1998-11-01,3,2018,84.10%,8,4061,4061,3500,561,2011-11-01,2150,2016-05-01
530588,1984-12-01,19,3829,16.30%,36,6936,6936,6000,936,2013-02-01,211,2013-02-01
530599,1993-09-01,18,35390,28.80%,45,16893,16790,15000,1893,2013-07-01,491,2016-05-01
530608,2001-01-01,6,7442,79.20%,21,9346,9346,8000,1346,2013-07-01,270,2013-06-01
530617,1997-11-01,18,11574,28%,54,4431,4431,4000,431,2013-07-01,146,2013-06-01
530648,2006-12-01,4,3900,83%,7,568,568,201.3,239,2010-12-01,74,2011-06-01
530659,2001-07-01,10,15086,86.70%,23,1315,1315,974.16,341,2011-05-01,132,2016-05-01
530679,1995-01-01,11,18694,28.10%,35,11318,11231,8800,2518,2015-07-01,215,2015-06-01
530699,1998-09-01,7,16116,43.60%,15,19622,19230,15000,4622,2015-07-01,351,2016-05-01
530706,1999-11-01,7,9793,91%,18,14244,14139,12000,2244,2013-07-01,427,2015-10-01
530709,1996-10-01,12,12541,51.60%,32,13264,13189,12000,1264,2012-05-01,5391,2015-05-01
530717,1999-02-01,8,8400,65.90%,16,11682,11653,10000,1682,2013-07-01,335,2013-07-01
530764,1984-02-01,12,1734,28.40%,52,10344,9627,9250,1094,2013-05-01,480,2013-05-01
530765,1998-03-01,5,35037,77.40%,7,33216,31506,24000,9216,2015-07-01,590,2015-06-01
530766,2004-06-01,9,4645,70.40%,12,2114,2114,1700,414,2013-07-01,65,2013-06-01
530774,2000-05-01,8,23548,65.10%,28,21380,20451,16000,5380,2014-02-01,6024,2016-05-01
530809,1994-03-01,9,3868,57.70%,17,9444,9444,8000,1444,2012-03-01,673,2016-05-01
530831,1998-12-01,15,18519,21.20%,34,23363,22535,19999.99,3363,2013-07-01,665,2013-06-01
530832,2002-01-01,7,13358,51.60%,12,12351,12051,9613.12,2430,2012-10-01,301,2016-04-01
530856,1979-04-01,3,4506,13.50%,10,7373,6681,5995.17,1265,2012-11-01,260,2015-12-01
530863,2002-11-01,7,1018,78.30%,8,4393,4393,3600,793,2013-02-01,2060,2016-05-01
530872,2006-11-01,4,5297,80.30%,6,10819,10781,7000,3819,2015-07-01,192,2016-05-01
530876,2005-06-01,5,9039,57.20%,10,2285,2115,1856.62,428,2012-09-01,89,2016-05-01
530900,2000-10-01,7,4296,11%,11,28789,25857,25000,3789,2012-12-01,5245,2012-11-01
530928,1997-10-01,20,25504,52.10%,35,12504,12504,10000,2504,2013-12-01,41,2015-11-01
530935,1994-08-01,16,20884,51.30%,34,13468,13401,10000,3468,2014-02-01,3804,2015-09-01
530954,1999-08-01,10,10604,47.10%,21,38033,36497,25000,13033,2015-07-01,658,2016-05-01
530957,1991-08-01,10,10417,69.40%,34,9883,9869,4976.35,4216,2012-06-01,401,2012-11-01
530959,1997-01-01,12,26086,40.40%,37,7821,7821,7000,821,2013-01-01,1309,2013-02-01
530962,2004-01-01,4,896,14.70%,5,4259,4259,4000,259,2011-07-01,2893,2014-08-01
530972,1990-06-01,17,8530,11.50%,42,6669,6669,6000,669,2012-12-01,462,2012-12-01
530973,1992-04-01,6,12480,96%,40,4306,4306,3500,806,2013-07-01,131,2016-05-01
531001,2003-06-01,12,3506,19.70%,19,15628,15571,12000,3628,2014-03-01,4213,2014-03-01
531007,1995-04-01,4,5681,87.40%,30,12980,12980,10000,2980,2013-05-01,5217,2013-05-01
531014,1994-07-01,9,17536,54.60%,23,7134,6984,5500,1634,2015-07-01,122,2015-06-01
531027,1991-02-01,19,18366,79.20%,44,881,797,394.33,487,2010-09-01,441,2016-05-01
531045,2006-12-01,6,5139,67.60%,8,7256,7228,6400,856,2011-11-01,1382,2015-12-01
531051,2006-10-01,6,5771,74.90%,6,10956,10842,7200,3756,2015-08-01,198,2015-08-01
531060,2006-05-01,5,5992,37.90%,7,2448,2448,2000,448,2013-07-01,82,2013-07-01
531072,2003-08-01,2,1673,92.90%,4,7246,7185,6000,1246,2012-11-01,1102,2016-05-01
531127,1993-03-01,10,4546,68.90%,24,11025,10775,9000,2025,2012-12-01,5511,2014-02-01
531133,2004-09-01,8,13333,65%,15,4390,4390,3000,1390,2014-03-01,1150,2016-02-01
531151,1997-10-01,9,7265,34.30%,22,19635,19512,15078.61,4556,2012-09-01,10022,2016-05-01
531181,2001-08-01,8,3716,32%,11,15401,14464,13750,1651,2013-07-01,486,2016-04-01
531231,2006-04-01,5,3928,75.20%,6,4312,4312,4000,312,2011-03-01,6,2015-09-01
531241,1992-09-01,21,51287,62.30%,31,19089,15142,14749.99,4339,2013-08-01,522,2016-01-01
531279,2003-08-01,12,1545,8.20%,19,1316,1316,1200,116,2012-09-01,11,2012-09-01
531294,1998-10-01,8,2183,84.60%,13,2971,2971,2000,971,2015-07-01,54,2015-07-01
531303,2006-03-01,11,246,1%,14,7047,6988,6000,1047,2013-07-01,213,2013-06-01
531337,1987-11-01,11,11218,53.90%,22,16909,16507,15100,1809,2012-04-01,12103,2014-06-01
531346,1990-01-01,7,11187,77.20%,21,6593,6593,5000,1593,2012-12-01,3198,2016-04-01
531363,1985-10-01,9,4827,77.90%,30,4895,4895,4000,895,2013-07-01,150,2016-05-01
531375,1991-06-01,13,22085,33.30%,19,17111,17111,12000,5111,2014-04-01,4024,2016-05-01
531383,1997-05-01,5,14383,92.20%,23,17871,16763,16000,1871,2011-12-01,627,2013-05-01
531394,2000-06-01,9,29978,80.80%,13,23320,22795,19750,3570,2013-07-01,726,2016-04-01
531408,1994-12-01,9,44785,63.40%,24,33407,31922,25000,8407,2014-02-01,9409,2016-05-01
531422,2004-11-01,11,1025,24.40%,12,6543,6543,5600,943,2013-01-01,1257,2016-04-01
531427,1999-10-01,8,11798,79.70%,11,7047,7047,6000,1047,2013-07-01,211,2016-03-01
531450,1998-12-01,8,6017,32%,39,12389,11597,11000,1389,2013-07-01,362,2013-06-01
531452,1993-07-01,6,5011,56.30%,14,12302,12271,10000,2302,2013-07-01,370,2016-04-01
531453,2003-03-01,10,5351,39.60%,12,20128,19909,15250,4878,2012-12-01,9483,2012-12-01
531477,1985-07-01,21,7315,6.80%,51,4456,4456,4000,456,2013-07-01,133,2015-04-01
531497,1996-07-01,8,0,0%,15,7996,7996,6500,1496,2013-07-01,240,2014-11-01
531518,1997-11-01,7,5093,15.60%,17,2253,2253,2000,253,2013-08-01,4,2015-10-01
531524,1995-03-01,11,5984,66.50%,20,10038,10038,8000,2023,2013-07-01,49,2013-07-01
531529,2000-02-01,12,3612,6.60%,20,7175,7175,6500,675,2013-02-01,156,2013-02-01
531560,1998-12-01,6,2628,61.10%,6,5877,5877,4800,1077,2013-02-01,963,2013-02-01
531561,2007-05-01,3,4913,57.10%,4,6034,6034,5000,1034,2012-06-01,2244,2012-06-01
531604,2003-12-01,3,8240,71.70%,3,10457,10457,8500,1957,2013-07-01,314,2013-06-01
531610,1995-11-01,12,35159,55.50%,26,31621,31494,25000,6621,2013-07-01,931,2014-02-01
531626,1997-05-01,14,6533,84.80%,20,11979,11979,8000,3979,2015-07-01,212,2015-06-01
531628,1994-07-01,8,33878,72.50%,26,2747,2747,2100,647,2015-07-01,52,2015-06-01
531642,1990-09-01,8,20170,66.10%,17,31896,28032,20800.01,11096,2015-07-01,557,2015-07-01
531661,2001-11-01,7,0,0%,14,5423,5314,5000,423,2011-02-01,4624,2016-05-01
531689,2006-06-01,6,4576,80.30%,8,2563,2563,1541.05,726,2011-08-01,175,2011-12-01
531715,1999-08-01,7,4172,51.50%,9,5968,5968,5000,968,2013-07-01,197,2013-06-01
531728,2000-08-01,11,23595,62.30%,14,29666,29294,25000,4666,2013-01-01,5661,2016-02-01
531734,1997-02-01,23,24108,35.40%,45,15972,15517,11741.69,3875,2012-05-01,38,2012-09-01
531745,1994-10-01,10,60071,88.60%,22,5908,5898,4493.1,1402,2012-06-01,257,2016-05-01
531759,1994-04-01,13,7329,17%,40,23866,23435,18000,5866,2015-02-01,348,2015-02-01
531766,1997-07-01,7,6504,29%,16,8303,8303,7000,1303,2013-04-01,705,2016-04-01
531767,1999-03-01,9,11777,80.70%,22,12172,12172,10000,2172,2013-07-01,365,2013-07-01
531774,2002-03-01,13,6093,42.80%,22,5842,5754,5000,842,2013-07-01,166,2013-07-01
531799,1989-12-01,9,11349,83.80%,23,4774,4774,4000,774,2013-07-01,145,2016-05-01
531836,2006-09-01,3,6606,89.30%,3,10515,10515,8000,2515,2012-04-01,6271,2012-03-01
531845,1986-05-01,3,10487,58.30%,15,11744,11686,10000,1744,2013-07-01,352,2016-05-01
531846,2006-05-01,4,4981,90.60%,4,7630,7598,6000,1630,2013-07-01,226,2015-08-01
531858,1998-10-01,6,15054,80.90%,15,14606,14606,12000,2606,2013-07-01,437,2013-06-01
531908,2006-09-01,4,3536,21%,4,9737,9129,8000,1737,2013-07-01,287,2013-06-01
531939,1995-03-01,13,32605,86.30%,26,31293,31293,25000,6293,2013-07-01,912,2013-07-01
531946,2003-06-01,7,1822,24%,14,4748,4748,4000,748,2013-07-01,136,2014-09-01
531958,1995-04-01,6,5622,51.60%,9,3342,3268,2424.88,782,2013-06-01,92,2013-11-01
531959,1995-10-01,4,4793,63.10%,17,7352,7269,5929.82,1334,2013-01-01,850,2013-07-01
531966,1994-10-01,4,1281,42.70%,17,1012,1012,1000,12,2010-08-01,1012,2016-05-01
531980,1990-07-01,9,8900,43%,28,9387,9077,7500,1887,2013-05-01,3982,2016-04-01
532002,1994-05-01,12,966,4.70%,27,25997,24970,16800,9197,2015-08-01,23,2015-07-01
532044,1998-02-01,8,17066,99.20%,25,256,251,170.22,86,2010-10-01,86,2016-05-01
532050,1991-01-01,13,2006,5.40%,26,7383,7383,6000,1383,2013-06-01,3026,2013-06-01
532058,1988-07-01,8,1284,3.10%,18,16535,15797,14000,2535,2013-07-01,543,2013-07-01
532101,1994-04-01,7,18773,99.90%,15,2949,2949,1909.02,874,2011-11-01,176,2012-03-01
532148,1999-09-01,7,11562,93.20%,15,17902,17670,15000,2902,2013-07-01,548,2015-02-01
532196,2004-06-01,3,13349,98.10%,4,4133,4133,3250,883,2013-07-01,124,2013-06-01
532205,1990-11-01,5,9223,50.40%,11,7377,6795,6550,827,2013-07-01,215,2016-05-01
532210,1988-11-01,4,3369,13.30%,23,6437,6437,6000,437,2011-04-01,4874,2011-03-01
532218,1992-03-01,5,0,0%,30,19300,19113,15125,4175,2013-10-01,5691,2013-10-01
532223,1992-08-01,11,26639,41%,49,16115,15744,14000,2115,2012-04-01,6894,2016-04-01
532252,2004-02-01,14,9210,25.60%,27,16454,14050,15850,604,2011-05-01,58,2011-04-01
532269,1995-09-01,11,5016,24.70%,32,18876,18804,14925,3951,2013-10-01,6531,2016-05-01
532289,2004-12-01,5,4006,57.20%,8,6720,6664,6000,720,2012-08-01,494,2014-11-01
532300,1993-07-01,6,36852,92.10%,16,15772,15503,13800,1972,2011-11-01,11194,2012-12-01
532308,1993-06-01,7,2344,38.80%,34,14250,14217,10800,3450,2015-07-01,260,2015-07-01
532311,1999-05-01,9,15248,66.60%,21,19945,19683,14575,5370,2015-01-01,2289,2015-03-01
532314,1984-12-01,4,9826,98.30%,13,5541,5541,5000,541,2011-03-01,4285,2011-03-01
532318,1993-11-01,11,49760,21.20%,39,11351,11195,10500,851,2011-10-01,17,2011-10-01
532334,2002-07-01,8,1565,16%,13,21848,21099,20000,1848,2012-03-01,4531,2015-03-01
532352,2000-12-01,20,23400,76.20%,29,14606,14423,12000,2606,2013-07-01,435,2016-05-01
532368,1998-04-01,3,3524,80.10%,10,5894,5894,4000,1894,2015-07-01,106,2015-06-01
532441,1988-04-01,9,73697,30.10%,16,3323,3323,3000,323,2013-07-01,99,2016-02-01
532452,1991-07-01,6,6355,16.20%,22,22410,21369,20000,2410,2012-12-01,4914,2013-05-01
532456,2004-12-01,13,1404,13.80%,27,5896,5896,5000,896,2012-10-01,1605,2016-04-01
532486,1994-08-01,7,31835,93.50%,17,19775,19709,15000,4775,2013-08-01,7353,2015-09-01
532488,1997-12-01,6,12361,63.10%,16,8365,8309,5400.17,2396,2011-10-01,522,2012-02-01
532491,2007-03-01,2,463,35.60%,3,1146,1146,443.36,558,2011-06-01,92,2015-04-01
532501,1992-10-01,14,6906,18%,44,14835,14806,11150,3685,2015-07-01,267,2016-05-01
532518,2001-08-01,11,10079,49.90%,18,12405,12405,9600,2805,2014-03-01,3381,2014-03-01
532531,2006-09-01,4,424,16.30%,4,3299,3189,139.53,59,2010-09-01,100,2016-05-01
532535,1996-01-01,7,11864,71%,9,2968,2760,2500,468,2013-07-01,92,2013-06-01
532553,1983-07-01,8,9532,24.10%,25,15039,14619,13500,1539,2013-07-01,450,2016-05-01
532588,2004-09-01,7,11417,44.10%,12,18718,18718,15250,3468,2013-05-01,541,2016-05-01
532601,1985-09-01,19,1917,10.10%,52,6055,6055,6000,55,2010-08-01,6055,2010-08-01
532637,2000-03-01,7,12253,69.60%,17,15139,14886,11475,3664,2015-07-01,296,2015-06-01
532662,2000-11-01,25,14701,42.50%,39,13663,13628,9875,3788,2013-07-01,5190,2013-07-01
532725,2001-02-01,18,30727,65.80%,33,7684,7620,6000,1684,2013-04-01,1541,2013-04-01
532735,1998-04-01,7,1741,5%,22,10431,10404,9550,881,2011-06-01,8369,2015-11-01
532758,1988-12-01,17,24542,30.30%,51,19821,19740,17600,2221,2013-07-01,568,2015-10-01
532789,1996-08-01,9,17679,95.60%,28,15456,15417,10000,5456,2015-07-01,272,2015-06-01
532791,1989-08-01,11,934,1.80%,24,10853,10687,9800,1053,2012-11-01,2684,2012-11-01
532839,1996-02-01,9,35762,64.80%,18,15246,15246,15025,221,2010-08-01,15247,2014-07-01
532849,1991-02-01,4,1134,11.20%,16,18839,18642,13500,5339,2015-07-01,324,2015-07-01
532952,2004-06-01,2,1097,6.60%,8,7161,7102,6000,1161,2013-07-01,229,2015-11-01
532956,1977-10-01,11,13223,91.20%,11,10414,10228,7000,3414,2014-12-01,1342,2014-12-01
532959,2005-04-01,5,1159,72.40%,8,5006,5006,3722.61,1183,2012-10-01,183,2013-03-01
532984,2003-03-01,4,2127,32.70%,17,6327,6301,6000,327,2011-06-01,1634,2015-02-01
533008,1989-11-01,8,6366,25.70%,17,6935,6935,6000,935,2012-08-01,2238,2015-10-01
533035,1983-05-01,14,57451,49.80%,24,28337,28034,24000,4337,2013-07-01,822,2016-05-01
533036,2000-11-01,14,15415,66.80%,34,11874,11874,9000,2874,2015-07-01,230,2016-05-01
533048,2001-10-01,4,1376,39.30%,4,5841,5841,5000,841,2013-07-01,168,2016-05-01
533050,1989-08-01,7,13615,53.60%,8,5208,5140,4800,408,2011-11-01,2960,2011-10-01
533057,1984-06-01,16,7952,19.40%,43,3232,3232,1704.13,1145,2011-08-01,220,2012-01-01
533062,2006-10-01,5,5961,90.60%,6,4698,4698,3800,898,2013-06-01,272,2013-10-01
533132,1984-05-01,14,3052,6.20%,37,18411,18265,15675,2736,2012-04-01,11546,2012-04-01
533153,2002-01-01,4,4194,79.10%,7,3108,3108,2500,608,2013-07-01,92,2014-07-01
533182,1996-12-01,11,6578,20%,53,6280,6280,4500,1780,2015-07-01,108,2015-07-01
533216,1996-02-01,17,56464,33.70%,31,21743,21663,20000,1743,2012-06-01,1198,2012-06-01
533220,1993-08-01,5,7136,83%,21,2881,2881,2100,781,2015-06-01,24,2016-04-01
533221,1994-06-01,6,4055,54.10%,10,11220,11098,10000,1220,2013-01-01,2160,2016-05-01
533232,1992-09-01,6,2518,9.50%,36,8385,8150,8000,385,2011-04-01,6410,2016-03-01
533260,2000-12-01,3,15849,81.70%,6,19073,19073,12775,6298,2015-02-01,1869,2016-05-01
533268,2004-03-01,11,10249,52.10%,13,2832,2832,1244.47,1588,2011-05-01,284,2016-05-01
533271,1995-01-01,9,10931,44.30%,29,14405,14311,13000,1405,2012-06-01,5471,2016-05-01
533289,1998-06-01,12,21481,75.40%,17,11535,11485,11425,110,2010-08-01,11536,2014-07-01
533301,2001-10-01,16,5398,33.10%,20,6086,6086,5000,1086,2013-07-01,178,2015-10-01
533316,2005-10-01,4,4829,85.40%,8,5240,5214,5000,240,2010-11-01,4723,2016-03-01
533329,1988-06-01,3,2575,16.80%,16,23869,23600,20000,3869,2013-07-01,733,2013-07-01
533331,2004-11-01,8,11541,51.80%,13,10046,9418,8000,2046,2013-04-01,1117,2013-04-01
533333,2002-10-01,15,23939,45.50%,30,20073,19955,17000,3073,2013-07-01,644,2013-07-01
533341,1997-11-01,5,640,6.70%,28,11670,10841,10500,1170,2012-10-01,3206,2015-08-01
533354,2006-10-01,8,4011,85.30%,8,2280,2280,1500,765,2015-07-01,41,2015-07-01
533368,2005-07-01,7,3010,71.70%,20,7014,6985,6000,1014,2012-07-01,2455,2015-09-01
533371,2002-03-01,3,6436,36.40%,6,2715,2715,2500,215,2011-03-01,2118,2013-10-01
533380,1997-10-01,20,17404,9.40%,50,6049,6018,5000,1049,2011-12-01,4092,2011-12-01
533385,2002-11-01,16,9601,81.40%,29,14796,14796,12000,2796,2012-02-01,9497,2012-02-01
533418,1995-09-01,5,59,1.30%,14,1562,1453,1250.26,312,2010-12-01,313,2016-05-01
533422,2000-10-01,10,5974,67.60%,26,16451,16451,12000,4451,2013-03-01,7177,2016-05-01
533430,1994-07-01,4,869,10.20%,25,6256,6048,6000,256,2011-02-01,5133,2012-07-01
533433,1997-12-01,13,711,3.90%,34,7288,7160,5000,2273,2016-01-01,1080,2016-01-01
533482,2001-08-01,12,13675,80.90%,18,9390,9332,8000,1390,2011-09-01,13,2011-09-01
533488,1998-12-01,12,570,7.20%,26,24266,24215,24000,266,2010-08-01,24266,2010-07-01
533495,1996-08-01,9,16354,59.30%,33,18819,18731,16000,2819,2011-09-01,13732,2012-04-01
533500,1990-11-01,9,13828,48%,17,12844,12690,8116.86,4219,2013-05-01,41,2013-09-01
533539,2003-12-01,4,1301,32.50%,5,3465,3465,2950,515,2013-07-01,104,2013-07-01
533545,2003-12-01,7,119,3.60%,20,3524,3524,3500,24,2010-08-01,3524,2015-05-01
533562,1996-01-01,5,4189,95.20%,6,1867,1867,801.06,697,2011-03-01,454,2011-08-01
533581,1983-11-01,6,3797,44.20%,17,3871,3871,2896.01,975,2011-07-01,324,2011-10-01
533602,2002-01-01,11,4071,47.90%,27,10466,10466,7500,2966,2015-07-01,185,2015-07-01
533603,1997-10-01,10,10116,88.60%,28,12234,12234,10000,2234,2013-06-01,726,2013-06-01
533613,1998-03-01,6,2334,55.60%,15,5277,5277,2461.21,2454,2012-10-01,136,2013-03-01
533616,1997-11-01,15,14439,35.90%,40,18138,18138,15000,3138,2012-09-01,5340,2015-01-01
533627,2002-08-01,14,3299,9.40%,23,8785,8691,7800,985,2013-07-01,256,2013-07-01
533628,1993-10-01,7,50984,90.10%,27,16955,16928,15600,1355,2011-06-01,562,2016-05-01
533641,1998-10-01,10,30626,94.10%,26,14785,14785,10000,4785,2013-07-01,5776,2013-07-01
533664,2000-09-01,7,5726,79.50%,16,7861,7707,6000,1861,2014-10-01,1290,2016-05-01
533665,2003-03-01,16,4217,16.30%,27,7122,7063,6000,1122,2013-07-01,217,2013-07-01
533683,1995-03-01,11,23,0.10%,63,11584,11481,11200,384,2011-03-01,6214,2016-05-01
533684,1995-10-01,6,2438,19.10%,21,16315,15609,15000,1315,2012-04-01,3417,2012-04-01
533695,1997-01-01,8,20671,83.20%,30,13305,13305,12000,1305,2011-11-01,1925,2011-11-01
533698,2004-03-01,7,10604,23.80%,12,14227,14100,14000,227,2010-12-01,6421,2014-02-01
533700,1994-03-01,13,12869,44.50%,35,16536,16536,10255.34,6281,2014-05-01,26,2016-05-01
533718,2001-11-01,7,6018,45.90%,24,4249,4249,3000,1129,2016-01-01,69,2016-01-01
